Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2019Q3,,S08000029,,F704H,,Elective Inpatients,,1138,2065,1.814586995,,1145,2949,2.575545852,
2019Q4,,S08000029,,F704H,,Elective Inpatients,,1167,2310,1.979434447,,1181,3306,2.799322608,
2020Q1,,S08000029,,F704H,,Elective Inpatients,,1030,1955,1.898058252,,1063,3064,2.882408278,
2020Q2,,S08000029,,F704H,,Elective Inpatients,,285,435,1.526315789,,292,795,2.72260274,
2020Q3,p,S08000029,,F704H,,Elective Inpatients,,715,1200,1.678321678,,731,1928,2.6374829,
2015Q3,,S08000019,,V217H,,Elective Inpatients,,763,1720,2.254259502,,760,2390,3.144736842,
2015Q4,,S08000019,,V217H,,Elective Inpatients,,728,1710,2.348901099,,736,2390,3.247282609,
2016Q1,,S08000019,,V217H,,Elective Inpatients,,715,1755,2.454545455,,710,2135,3.007042254,
2016Q2,,S08000019,,V217H,,Elective Inpatients,,696,1465,2.104885057,,699,2135,3.054363376,
2016Q3,,S08000019,,V217H,,Elective Inpatients,,702,1415,2.015669516,,708,1941,2.741525424,
2016Q4,,S08000019,,V217H,,Elective Inpatients,,645,1355,2.100775194,,655,2005,3.061068702,
2017Q1,,S08000019,,V217H,,Elective Inpatients,,715,1270,1.776223776,,710,1715,2.415492958,
2017Q2,,S08000019,,V217H,,Elective Inpatients,,695,1185,1.705035971,,705,1885,2.673758865,
2017Q3,,S08000019,,V217H,,Elective Inpatients,,655,1245,1.900763359,,660,2000,3.03030303,
2017Q4,,S08000019,,V217H,,Elective Inpatients,,630,1280,2.031746032,,640,2055,3.2109375,
2018Q1,,S08000019,,V217H,,Elective Inpatients,,665,1255,1.887218045,,665,1906,2.866165414,
2018Q2,,S08000019,,V217H,,Elective Inpatients,,641,1335,2.082683307,,651,2217,3.405529954,
2018Q3,,S08000019,,V217H,,Elective Inpatients,,575,1170,2.034782609,,575,1515,2.634782609,
2018Q4,,S08000019,,V217H,,Elective Inpatients,,705,1430,2.028368794,,715,2045,2.86013986,
2019Q1,,S08000019,,V217H,,Elective Inpatients,,649,1285,1.979969183,,650,1858,2.858461538,
2019Q2,,S08000019,,V217H,,Elective Inpatients,,788,1285,1.63071066,,800,1780,2.225,
2019Q3,,S08000019,,V217H,,Elective Inpatients,,746,1340,1.796246649,,752,1900,2.526595745,
2019Q4,,S08000019,,V217H,,Elective Inpatients,,680,1125,1.654411765,,690,1490,2.15942029,
2020Q1,,S08000019,,V217H,,Elective Inpatients,,250,400,1.6,,250,520,2.08,
2020Q2,,S08000019,,V217H,,Elective Inpatients,,81,155,1.913580247,,82,285,3.475609756,
2020Q3,p,S08000019,,V217H,,Elective Inpatients,,33,120,3.636363636,,34,200,5.882352941,
2015Q3,,S08000019,,S08000019,d,Elective Inpatients,,766,1979,2.583550914,,764,2646,3.463350785,
2015Q4,,S08000019,,S08000019,d,Elective Inpatients,,728,1712,2.351648352,,736,2390,3.247282609,
2016Q1,,S08000019,,S08000019,d,Elective Inpatients,,715,1755,2.454545455,,714,2140,2.99719888,
2016Q2,,S08000019,,S08000019,d,Elective Inpatients,,696,1467,2.107758621,,699,2135,3.054363376,
2016Q3,,S08000019,,S08000019,d,Elective Inpatients,,702,1416,2.017094017,,708,1941,2.741525424,
2016Q4,,S08000019,,S08000019,d,Elective Inpatients,,648,1353,2.087962963,,657,2003,3.04870624,
2017Q1,,S08000019,,S08000019,d,Elective Inpatients,,715,1269,1.774825175,,713,1715,2.405329593,
2017Q2,,S08000019,,S08000019,d,Elective Inpatients,,699,1188,1.699570815,,710,1891,2.663380282,
2017Q3,,S08000019,,S08000019,d,Elective Inpatients,,657,1248,1.899543379,,664,2002,3.015060241,
2017Q4,,S08000019,,S08000019,d,Elective Inpatients,,631,1280,2.028526149,,641,2058,3.210608424,
2018Q1,,S08000019,,S08000019,d,Elective Inpatients,,668,1262,1.889221557,,668,1919,2.872754491,
2018Q2,,S08000019,,S08000019,d,Elective Inpatients,,641,1336,2.08424337,,651,2217,3.405529954,
2018Q3,,S08000019,,S08000019,d,Elective Inpatients,,578,1173,2.029411765,,576,1519,2.637152778,
2018Q4,,S08000019,,S08000019,d,Elective Inpatients,,709,1430,2.016925247,,717,2048,2.856345886,
2019Q1,,S08000019,,S08000019,d,Elective Inpatients,,651,1352,2.076804916,,652,1867,2.863496933,
2019Q2,,S08000019,,S08000019,d,Elective Inpatients,,788,1287,1.633248731,,804,1784,2.218905473,
2019Q3,,S08000019,,S08000019,d,Elective Inpatients,,752,1391,1.849734043,,758,1953,2.57651715,
2019Q4,,S08000019,,S08000019,d,Elective Inpatients,,687,1127,1.640465793,,699,1489,2.13018598,
2020Q1,,S08000019,,S08000019,d,Elective Inpatients,,252,399,1.583333333,,253,519,2.051383399,
2020Q2,,S08000019,,S08000019,d,Elective Inpatients,,81,155,1.913580247,,82,284,3.463414634,
2020Q3,p,S08000019,,S08000019,d,Elective Inpatients,,33,120,3.636363636,,34,201,5.911764706,
2015Q3,,S08000020,,N101H,,Elective Inpatients,,2743,6140,2.238425082,,2734,9426,3.447695684,
2015Q4,,S08000020,,N101H,,Elective Inpatients,,2680,6285,2.345149254,,2720,11579,4.256985294,
2016Q1,,S08000020,,N101H,,Elective Inpatients,,2728,6530,2.393695015,,2720,10950,4.025735294,
2016Q2,,S08000020,,N101H,,Elective Inpatients,,2636,6075,2.304628225,,2673,10688,3.998503554,
2016Q3,,S08000020,,N101H,,Elective Inpatients,,2592,6065,2.339891975,,2597,9522,3.666538313,
2016Q4,,S08000020,,N101H,,Elective Inpatients,,2525,5770,2.285148515,,2548,9332,3.662480377,
2017Q1,,S08000020,,N101H,,Elective Inpatients,,2138,4960,2.319925164,,2114,8451,3.997634816,
2017Q2,,S08000020,,N101H,,Elective Inpatients,,2354,5540,2.353440952,,2372,9403,3.964165261,
2017Q3,,S08000020,,N101H,,Elective Inpatients,,2272,5590,2.460387324,,2285,8828,3.86345733,
2017Q4,,S08000020,,N101H,,Elective Inpatients,,2128,5115,2.403665414,,2153,9033,4.195541105,
2018Q1,,S08000020,,N101H,,Elective Inpatients,,1773,4520,2.549351382,,1780,7982,4.484269663,
2018Q2,,S08000020,,N101H,,Elective Inpatients,,2157,5225,2.422345851,,2161,8715,4.03285516,
2018Q3,,S08000020,,N101H,,Elective Inpatients,,2043,4875,2.386196769,,2068,8515,4.117504836,
2018Q4,,S08000020,,N101H,,Elective Inpatients,,2158,5265,2.439759036,,2185,8854,4.052173913,
2019Q1,,S08000020,,N101H,,Elective Inpatients,,2002,4830,2.412587413,,2000,7193,3.5965,
2019Q2,,S08000020,,N101H,,Elective Inpatients,,2176,4995,2.295496324,,2182,8250,3.780934922,
2019Q3,,S08000020,,N101H,,Elective Inpatients,,2258,5225,2.313994686,,2278,8845,3.882791923,
2019Q4,,S08000020,,N101H,,Elective Inpatients,,2086,4665,2.236337488,,2132,7471,3.504221388,
2020Q1,,S08000020,,N101H,,Elective Inpatients,,1732,3975,2.295034642,,1783,7144,4.00673023,
2020Q2,,S08000020,,N101H,,Elective Inpatients,,833,2175,2.611044418,,832,4017,4.828125,
2020Q3,p,S08000020,,N101H,,Elective Inpatients,,1281,3150,2.459016393,,1317,5456,4.142748671,
2015Q3,,S08000020,,N411H,,Elective Inpatients,,315,820,2.603174603,,315,1403,4.453968254,
2015Q4,,S08000020,,N411H,,Elective Inpatients,,349,890,2.550143266,,350,1230,3.514285714,
2016Q1,,S08000020,,N411H,,Elective Inpatients,,323,835,2.585139319,,325,1084,3.335384615,
2016Q2,,S08000020,,N411H,,Elective Inpatients,,342,850,2.485380117,,335,1149,3.429850746,
2016Q3,,S08000020,,N411H,,Elective Inpatients,,316,800,2.53164557,,320,1074,3.35625,
2016Q4,,S08000020,,N411H,,Elective Inpatients,,282,780,2.765957447,,280,1182,4.221428571,
2017Q1,,S08000020,,N411H,,Elective Inpatients,,298,770,2.583892617,,290,1017,3.506896552,
2017Q2,,S08000020,,N411H,,Elective Inpatients,,313,750,2.396166134,,320,1225,3.828125,
2017Q3,,S08000020,,N411H,,Elective Inpatients,,284,735,2.588028169,,285,1053,3.694736842,
2017Q4,,S08000020,,N411H,,Elective Inpatients,,314,770,2.452229299,,315,1006,3.193650794,
2018Q1,,S08000020,,N411H,,Elective Inpatients,,274,660,2.408759124,,275,855,3.109090909,
2018Q2,,S08000020,,N411H,,Elective Inpatients,,319,660,2.068965517,,320,935,2.921875,
2018Q3,,S08000020,,N411H,,Elective Inpatients,,318,695,2.185534591,,324,844,2.604938272,
2018Q4,,S08000020,,N411H,,Elective Inpatients,,318,625,1.965408805,,321,905,2.819314642,
2019Q1,,S08000020,,N411H,,Elective Inpatients,,295,595,2.016949153,,300,1046,3.486666667,
2019Q2,,S08000020,,N411H,,Elective Inpatients,,347,565,1.628242075,,350,802,2.291428571,
2019Q3,,S08000020,,N411H,,Elective Inpatients,,281,545,1.939501779,,285,767,2.69122807,
2019Q4,,S08000020,,N411H,,Elective Inpatients,,233,420,1.802575107,,240,832,3.466666667,
2020Q1,,S08000020,,N411H,,Elective Inpatients,,220,305,1.386363636,,220,428,1.945454545,
2020Q2,,S08000020,,N411H,,Elective Inpatients,,72,50,0.694444444,,75,60,0.8,
2020Q3,p,S08000020,,N411H,,Elective Inpatients,,155,90,0.580645161,,155,110,0.709677419,
2015Q3,,S08000020,,S08000020,d,Elective Inpatients,,4003,9492,2.371221584,,3994,14098,3.529794692,
2015Q4,,S08000020,,S08000020,d,Elective Inpatients,,4031,9781,2.426445051,,4083,16865,4.130541269,
2016Q1,,S08000020,,S08000020,d,Elective Inpatients,,4052,10120,2.497532083,,4049,15865,3.91825142,
2016Q2,,S08000020,,S08000020,d,Elective Inpatients,,3939,9739,2.472454938,,3967,15260,3.846735568,
2016Q3,,S08000020,,S08000020,d,Elective Inpatients,,3784,9220,2.436575053,,3801,14143,3.720862931,
2016Q4,,S08000020,,S08000020,d,Elective Inpatients,,3677,8974,2.440576557,,3707,13716,3.700026976,
2017Q1,,S08000020,,S08000020,d,Elective Inpatients,,3166,7543,2.382501579,,3132,11846,3.782247765,
2017Q2,,S08000020,,S08000020,d,Elective Inpatients,,3399,8190,2.409532215,,3430,13210,3.851311953,
2017Q3,,S08000020,,S08000020,d,Elective Inpatients,,3174,7551,2.379017013,,3202,12461,3.891630231,
2017Q4,,S08000020,,S08000020,d,Elective Inpatients,,3078,7289,2.368096166,,3107,12013,3.86643064,
2018Q1,,S08000020,,S08000020,d,Elective Inpatients,,2650,6460,2.437735849,,2656,10873,4.09375,
2018Q2,,S08000020,,S08000020,d,Elective Inpatients,,3182,7365,2.314582024,,3190,12017,3.767084639,
2018Q3,,S08000020,,S08000020,d,Elective Inpatients,,3023,6852,2.26662256,,3053,11586,3.794955781,
2018Q4,,S08000020,,S08000020,d,Elective Inpatients,,3171,7184,2.265531378,,3214,11773,3.663036714,
2019Q1,,S08000020,,S08000020,d,Elective Inpatients,,2982,6655,2.231723675,,2978,10001,3.358294157,
2019Q2,,S08000020,,S08000020,d,Elective Inpatients,,3157,6763,2.14222363,,3170,11200,3.533123028,
2019Q3,,S08000020,,S08000020,d,Elective Inpatients,,3190,6897,2.162068966,,3218,11359,3.529832194,
2019Q4,,S08000020,,S08000020,d,Elective Inpatients,,2987,6201,2.075995983,,3053,10266,3.36259417,
2020Q1,,S08000020,,S08000020,d,Elective Inpatients,,2608,5578,2.138803681,,2665,9539,3.579362101,
2020Q2,,S08000020,,S08000020,d,Elective Inpatients,,1058,2506,2.368620038,,1058,4476,4.230623819,
2020Q3,p,S08000020,,S08000020,d,Elective Inpatients,,1658,3619,2.182750302,,1694,6143,3.626328217,
2015Q3,,S08000031,,G107H,,Elective Inpatients,,2544,5700,2.240566038,,2573,9349,3.633501749,
2015Q4,,S08000031,,G107H,,Elective Inpatients,,2487,6015,2.418576598,,2544,9373,3.684355346,
2016Q1,,S08000031,,G107H,,Elective Inpatients,,2165,4770,2.203233256,,2224,8603,3.868255396,
2016Q2,,S08000031,,G107H,,Elective Inpatients,,2207,5645,2.557770729,,2259,8674,3.839752103,
2016Q3,,S08000031,,G107H,,Elective Inpatients,,2128,4810,2.260338346,,2167,7358,3.395477619,
2016Q4,,S08000031,,G107H,,Elective Inpatients,,2216,4860,2.193140794,,2333,8529,3.655807973,
2017Q1,,S08000031,,G107H,,Elective Inpatients,,2060,4535,2.201456311,,2114,6914,3.270577105,
2017Q2,,S08000031,,G107H,,Elective Inpatients,,1873,4680,2.498665243,,1930,7461,3.865803109,
2017Q3,,S08000031,,G107H,,Elective Inpatients,,2061,4290,2.081513828,,2105,7741,3.677434679,
2017Q4,,S08000031,,G107H,,Elective Inpatients,,2366,5590,2.362637363,,2393,9138,3.818637693,
2018Q1,,S08000031,,G107H,,Elective Inpatients,,2083,4730,2.270763322,,2076,8419,4.05539499,
2018Q2,,S08000031,,G107H,,Elective Inpatients,,2198,4550,2.070063694,,2209,7451,3.373019466,
2018Q3,,S08000031,,G107H,,Elective Inpatients,,2023,4125,2.039050914,,2041,6335,3.103870652,
2018Q4,,S08000031,,G107H,,Elective Inpatients,,1976,4095,2.072368421,,1996,6864,3.438877756,
2019Q1,,S08000031,,G107H,,Elective Inpatients,,2124,4005,1.88559322,,2116,6731,3.18100189,
2019Q2,,S08000031,,G107H,,Elective Inpatients,,2012,3915,1.94582505,,2017,6722,3.332672286,
2019Q3,,S08000031,,G107H,,Elective Inpatients,,1944,3565,1.833847737,,1949,6562,3.366854797,
2019Q4,,S08000031,,G107H,,Elective Inpatients,,2077,3865,1.860857005,,2088,6219,2.978448276,
2020Q1,,S08000031,,G107H,,Elective Inpatients,,1905,3470,1.82152231,,1908,5702,2.988469602,
2020Q2,,S08000031,,G107H,,Elective Inpatients,,797,1600,2.007528231,,791,2507,3.169405815,
2020Q3,p,S08000031,,G107H,,Elective Inpatients,,1524,3065,2.011154856,,1516,5015,3.308047493,
2015Q3,,S08000031,,C313H,,Elective Inpatients,,471,1295,2.749469214,,491,1613,3.285132383,
2015Q4,,S08000031,,C313H,,Elective Inpatients,,491,1350,2.749490835,,519,1952,3.761078998,
2016Q1,,S08000031,,C313H,,Elective Inpatients,,443,1305,2.945823928,,458,1690,3.689956332,
2016Q2,,S08000031,,C313H,,Elective Inpatients,,471,1140,2.420382166,,498,1462,2.935742972,
2016Q3,,S08000031,,C313H,,Elective Inpatients,,466,1335,2.864806867,,480,1774,3.695833333,
2016Q4,,S08000031,,C313H,,Elective Inpatients,,452,1115,2.466814159,,475,1553,3.269473684,
2017Q1,,S08000031,,C313H,,Elective Inpatients,,464,1215,2.618534483,,479,2246,4.688935282,
2017Q2,,S08000031,,C313H,,Elective Inpatients,,431,1070,2.482598608,,447,1342,3.002237136,
2017Q3,,S08000031,,C313H,,Elective Inpatients,,468,1050,2.243589744,,481,1964,4.083160083,
2017Q4,,S08000031,,C313H,,Elective Inpatients,,451,1210,2.682926829,,465,1528,3.286021505,
2018Q1,,S08000031,,C313H,,Elective Inpatients,,430,850,1.976744186,,442,1215,2.748868778,
2018Q2,,S08000031,,C313H,,Elective Inpatients,,485,1055,2.175257732,,499,1524,3.054108216,
2018Q3,,S08000031,,C313H,,Elective Inpatients,,418,970,2.320574163,,423,1256,2.969267139,
2018Q4,,S08000031,,C313H,,Elective Inpatients,,456,1225,2.686403509,,475,1701,3.581052632,
2019Q1,,S08000031,,C313H,,Elective Inpatients,,425,965,2.270588235,,435,1266,2.910344828,
2019Q2,,S08000031,,C313H,,Elective Inpatients,,372,885,2.379032258,,387,1165,3.010335917,
2019Q3,,S08000031,,C313H,,Elective Inpatients,,334,825,2.47005988,,350,1295,3.7,
2019Q4,,S08000031,,C313H,,Elective Inpatients,,362,1055,2.914364641,,370,1163,3.143243243,
2020Q1,,S08000031,,C313H,,Elective Inpatients,,287,800,2.787456446,,295,1387,4.701694915,
2020Q2,,S08000031,,C313H,,Elective Inpatients,,24,115,4.791666667,,25,110,4.4,
2020Q3,p,S08000031,,C313H,,Elective Inpatients,,120,250,2.083333333,,125,444,3.552,
2015Q3,,S08000031,,G306H,,Elective Inpatients,,259,259,1,,287,370,1.289198606,
2015Q4,,S08000031,,G306H,,Elective Inpatients,,270,266,0.985185185,,305,591,1.937704918,
2016Q1,,S08000031,,G306H,,Elective Inpatients,,215,230,1.069767442,,240,366,1.525,
2016Q2,,S08000031,,G306H,,Elective Inpatients,,205,255,1.243902439,,237,463,1.953586498,
2016Q3,,S08000031,,G306H,,Elective Inpatients,,268,280,1.044776119,,299,380,1.27090301,
2016Q4,,S08000031,,G306H,,Elective Inpatients,,210,236,1.123809524,,232,430,1.853448276,
2017Q1,,S08000031,,G306H,,Elective Inpatients,,243,267,1.098765432,,279,488,1.749103943,
2017Q2,,S08000031,,G306H,,Elective Inpatients,,195,195,1,,223,415,1.860986547,
2017Q3,,S08000031,,G306H,,Elective Inpatients,,234,231,0.987179487,,260,405,1.557692308,
2017Q4,,S08000031,,G306H,,Elective Inpatients,,224,220,0.982142857,,259,567,2.189189189,
2018Q1,,S08000031,,G306H,,Elective Inpatients,,250,243,0.972,,274,425,1.551094891,
2018Q2,,S08000031,,G306H,,Elective Inpatients,,237,227,0.957805907,,267,403,1.509363296,
2018Q3,,S08000031,,G306H,,Elective Inpatients,,200,192,0.96,,225,369,1.64,
2018Q4,,S08000031,,G306H,,Elective Inpatients,,200,176,0.88,,225,374,1.662222222,
2019Q1,,S08000031,,G306H,,Elective Inpatients,,225,195,0.866666667,,248,419,1.689516129,
2019Q2,,S08000031,,G306H,,Elective Inpatients,,229,175,0.76419214,,245,464,1.893877551,
2019Q3,,S08000031,,G306H,,Elective Inpatients,,262,178,0.679389313,,275,266,0.967272727,
2019Q4,,S08000031,,G306H,,Elective Inpatients,,253,205,0.81027668,,270,505,1.87037037,
2020Q1,,S08000031,,G306H,,Elective Inpatients,,205,135,0.658536585,,220,341,1.55,
2020Q2,,S08000031,,G306H,,Elective Inpatients,,0,0, ,z,5,25,5,
2020Q3,p,S08000031,,G306H,,Elective Inpatients,,64,70,1.09375,,82,174,2.12195122,
2015Q3,,S08000031,,S08000031,d,Elective Inpatients,,13345,36570,2.740352192,,13414,58919,4.392351275,
2015Q4,,S08000031,,S08000031,d,Elective Inpatients,,13227,37869,2.863007485,,13425,57420,4.277094972,
2016Q1,,S08000031,,S08000031,d,Elective Inpatients,,11844,31208,2.634920635,,11956,48507,4.057126129,
2016Q2,,S08000031,,S08000031,d,Elective Inpatients,,12161,31728,2.608995971,,12310,47684,3.8735987,
2016Q3,,S08000031,,S08000031,d,Elective Inpatients,,12198,33766,2.768158715,,12250,45700,3.730612245,
2016Q4,,S08000031,,S08000031,d,Elective Inpatients,,12332,32361,2.624148557,,12599,50371,3.998015716,
2017Q1,,S08000031,,S08000031,d,Elective Inpatients,,11921,30231,2.535944971,,11968,43603,3.643298797,
2017Q2,,S08000031,,S08000031,d,Elective Inpatients,,11252,31754,2.822076075,,11361,45740,4.026054045,
2017Q3,,S08000031,,S08000031,d,Elective Inpatients,,10933,30209,2.763102534,,10979,42880,3.905638036,
2017Q4,,S08000031,,S08000031,d,Elective Inpatients,,11191,29738,2.657313913,,11329,42201,3.725041928,
2018Q1,,S08000031,,S08000031,d,Elective Inpatients,,10594,26293,2.481876534,,10625,38745,3.646588235,
2018Q2,,S08000031,,S08000031,d,Elective Inpatients,,11171,28404,2.542655089,,11220,39946,3.560249554,
2018Q3,,S08000031,,S08000031,d,Elective Inpatients,,10632,27393,2.576467269,,10710,37190,3.472455649,
2018Q4,,S08000031,,S08000031,d,Elective Inpatients,,9877,25690,2.600992204,,9983,36887,3.694981468,
2019Q1,,S08000031,,S08000031,d,Elective Inpatients,,10405,26617,2.558097069,,10427,35807,3.434065407,
2019Q2,,S08000031,,S08000031,d,Elective Inpatients,,10271,25730,2.505111479,,10345,37790,3.65297245,
2019Q3,,S08000031,,S08000031,d,Elective Inpatients,,10096,25178,2.493858954,,10148,35566,3.504729996,
2019Q4,,S08000031,,S08000031,d,Elective Inpatients,,10293,25347,2.462547362,,10377,35094,3.381902284,
2020Q1,,S08000031,,S08000031,d,Elective Inpatients,,9732,22657,2.328092889,,9803,32396,3.304702642,
2020Q2,,S08000031,,S08000031,d,Elective Inpatients,,3469,9718,2.801383684,,3448,14034,4.070185615,
2020Q3,p,S08000031,,S08000031,d,Elective Inpatients,,6604,15874,2.40369473,,6627,22946,3.462501886,
2015Q3,,S08000031,,G405H,,Elective Inpatients,,5062,16795,3.317858554,,5005,29018,5.797802198,
2015Q4,,S08000031,,G405H,,Elective Inpatients,,4759,16215,3.407228409,,4806,27741,5.7721598,
2016Q1,,S08000031,,G405H,,Elective Inpatients,,3766,11925,3.166489644,,3740,19640,5.251336898,
2016Q2,,S08000031,,G405H,,Elective Inpatients,,3987,12645,3.171557562,,3966,19225,4.847453354,
2016Q3,,S08000031,,G405H,,Elective Inpatients,,4079,14040,3.442020103,,4034,18905,4.686415469,
2016Q4,,S08000031,,G405H,,Elective Inpatients,,4204,13505,3.212416746,,4206,20561,4.88849263,
2017Q1,,S08000031,,G405H,,Elective Inpatients,,3967,12005,3.026216284,,3909,18667,4.775390125,
2017Q2,,S08000031,,G405H,,Elective Inpatients,,4047,13175,3.2554979,,4052,20311,5.012586377,
2017Q3,,S08000031,,G405H,,Elective Inpatients,,3949,12445,3.151430742,,3916,17945,4.582482125,
2017Q4,,S08000031,,G405H,,Elective Inpatients,,3960,11380,2.873737374,,3966,17137,4.320978316,
2018Q1,,S08000031,,G405H,,Elective Inpatients,,3564,10045,2.818462402,,3541,16354,4.618469359,
2018Q2,,S08000031,,G405H,,Elective Inpatients,,3683,10810,2.93510725,,3664,16929,4.620360262,
2018Q3,,S08000031,,G405H,,Elective Inpatients,,3766,11790,3.130642592,,3755,16770,4.466045273,
2018Q4,,S08000031,,G405H,,Elective Inpatients,,3386,11275,3.329887773,,3399,16372,4.816710797,
2019Q1,,S08000031,,G405H,,Elective Inpatients,,3601,11520,3.199111358,,3568,15306,4.289798206,
2019Q2,,S08000031,,G405H,,Elective Inpatients,,3673,11680,3.179961884,,3670,17929,4.885286104,
2019Q3,,S08000031,,G405H,,Elective Inpatients,,3615,11560,3.197786999,,3608,16431,4.554046563,
2019Q4,,S08000031,,G405H,,Elective Inpatients,,3705,10960,2.958164642,,3711,15282,4.118027486,
2020Q1,,S08000031,,G405H,,Elective Inpatients,,3254,10155,3.120774431,,3255,15048,4.623041475,
2020Q2,,S08000031,,G405H,,Elective Inpatients,,1165,3635,3.120171674,,1147,5921,5.162162162,
2020Q3,p,S08000031,,G405H,,Elective Inpatients,,2233,6300,2.821316614,,2225,9268,4.165393258,
2015Q3,,S08000031,,C418H,,Elective Inpatients,,1519,3060,2.014483213,,1537,4902,3.189329863,
2015Q4,,S08000031,,C418H,,Elective Inpatients,,1599,3625,2.267041901,,1615,4881,3.022291022,
2016Q1,,S08000031,,C418H,,Elective Inpatients,,1538,2750,1.788036411,,1551,4302,2.773694391,
2016Q2,,S08000031,,C418H,,Elective Inpatients,,1809,2935,1.622443339,,1824,5102,2.797149123,
2016Q3,,S08000031,,C418H,,Elective Inpatients,,1728,2920,1.689814815,,1726,4540,2.630359212,
2016Q4,,S08000031,,C418H,,Elective Inpatients,,1768,2755,1.558257919,,1784,5025,2.816704036,
2017Q1,,S08000031,,C418H,,Elective Inpatients,,1991,2700,1.356102461,,1980,4656,2.351515152,
2017Q2,,S08000031,,C418H,,Elective Inpatients,,1525,2950,1.93442623,,1520,4513,2.969078947,
2017Q3,,S08000031,,C418H,,Elective Inpatients,,1095,2530,2.310502283,,1090,4100,3.76146789,
2017Q4,,S08000031,,C418H,,Elective Inpatients,,937,2160,2.305229456,,967,3048,3.152016546,
