Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2018Q4,,S08000015,,S08000015,d,Elective Inpatients,,1,,430,1048,2.437209302,,459,1411,3.074074074,
2019Q1,,S08000015,,S08000015,d,Elective Inpatients,,1,,425,906,2.131764706,,446,1365,3.060538117,
2019Q2,,S08000015,,S08000015,d,Elective Inpatients,,1,,432,1007,2.331018519,,457,1368,2.993435449,
2019Q3,,S08000015,,S08000015,d,Elective Inpatients,,1,,379,1176,3.102902375,,411,1468,3.571776156,
2019Q4,,S08000015,,S08000015,d,Elective Inpatients,,1,,359,991,2.760445682,,383,1368,3.571801567,
2020Q1,,S08000015,,S08000015,d,Elective Inpatients,,1,,321,874,2.722741433,,349,1164,3.335243553,
2020Q2,,S08000015,,S08000015,d,Elective Inpatients,,1,,87,204,2.344827586,,94,469,4.989361702,
2020Q3,p,S08000015,,S08000015,d,Elective Inpatients,,1,,212,752,3.547169811,,224,893,3.986607143,
2015Q3,,S08000015,,S08000015,d,Elective Inpatients,,2,,499,1177,2.358717435,,513,1356,2.643274854,
2015Q4,,S08000015,,S08000015,d,Elective Inpatients,,2,,460,1373,2.984782609,,486,1919,3.948559671,
2016Q1,,S08000015,,S08000015,d,Elective Inpatients,,2,,418,1222,2.923444976,,438,1653,3.773972603,
2016Q2,,S08000015,,S08000015,d,Elective Inpatients,,2,,414,1421,3.43236715,,433,1531,3.535796767,
2016Q3,,S08000015,,S08000015,d,Elective Inpatients,,2,,401,1020,2.543640898,,421,1232,2.926365796,
2016Q4,,S08000015,,S08000015,d,Elective Inpatients,,2,,414,1123,2.712560386,,440,1558,3.540909091,
2017Q1,,S08000015,,S08000015,d,Elective Inpatients,,2,,374,929,2.483957219,,384,1105,2.877604167,
2017Q2,,S08000015,,S08000015,d,Elective Inpatients,,2,,400,1097,2.7425,,419,1258,3.002386635,
2017Q3,,S08000015,,S08000015,d,Elective Inpatients,,2,,380,1082,2.847368421,,390,1401,3.592307692,
2017Q4,,S08000015,,S08000015,d,Elective Inpatients,,2,,342,1116,3.263157895,,355,1465,4.126760563,
2018Q1,,S08000015,,S08000015,d,Elective Inpatients,,2,,303,931,3.072607261,,319,1087,3.407523511,
2018Q2,,S08000015,,S08000015,d,Elective Inpatients,,2,,349,1052,3.014326648,,370,1411,3.813513514,
2018Q3,,S08000015,,S08000015,d,Elective Inpatients,,2,,347,924,2.662824207,,372,1127,3.029569892,
2018Q4,,S08000015,,S08000015,d,Elective Inpatients,,2,,337,1302,3.863501484,,352,1772,5.034090909,
2019Q1,,S08000015,,S08000015,d,Elective Inpatients,,2,,402,927,2.305970149,,421,1258,2.988123515,
2019Q2,,S08000015,,S08000015,d,Elective Inpatients,,2,,354,873,2.466101695,,368,1188,3.22826087,
2019Q3,,S08000015,,S08000015,d,Elective Inpatients,,2,,339,879,2.592920354,,362,1086,3,
2019Q4,,S08000015,,S08000015,d,Elective Inpatients,,2,,326,920,2.82208589,,342,1169,3.418128655,
2020Q1,,S08000015,,S08000015,d,Elective Inpatients,,2,,267,692,2.5917603,,283,1195,4.222614841,
2020Q2,,S08000015,,S08000015,d,Elective Inpatients,,2,,70,267,3.814285714,,69,281,4.072463768,
2020Q3,p,S08000015,,S08000015,d,Elective Inpatients,,2,,188,708,3.765957447,,200,949,4.745,
2015Q3,,S08000015,,S08000015,d,Elective Inpatients,,3,,310,850,2.741935484,,323,1170,3.622291022,
2015Q4,,S08000015,,S08000015,d,Elective Inpatients,,3,,321,880,2.741433022,,332,1284,3.86746988,
2016Q1,,S08000015,,S08000015,d,Elective Inpatients,,3,,272,1056,3.882352941,,284,1360,4.788732394,
2016Q2,,S08000015,,S08000015,d,Elective Inpatients,,3,,300,760,2.533333333,,312,1004,3.217948718,
2016Q3,,S08000015,,S08000015,d,Elective Inpatients,,3,,279,821,2.94265233,,292,1105,3.784246575,
2016Q4,,S08000015,,S08000015,d,Elective Inpatients,,3,,297,862,2.902356902,,306,940,3.071895425,
2017Q1,,S08000015,,S08000015,d,Elective Inpatients,,3,,302,821,2.718543046,,316,1079,3.414556962,
2017Q2,,S08000015,,S08000015,d,Elective Inpatients,,3,,252,757,3.003968254,,264,905,3.428030303,
2017Q3,,S08000015,,S08000015,d,Elective Inpatients,,3,,270,650,2.407407407,,279,850,3.046594982,
2017Q4,,S08000015,,S08000015,d,Elective Inpatients,,3,,261,675,2.586206897,,278,906,3.258992806,
2018Q1,,S08000015,,S08000015,d,Elective Inpatients,,3,,242,805,3.326446281,,258,1105,4.282945736,
2018Q2,,S08000015,,S08000015,d,Elective Inpatients,,3,,236,525,2.224576271,,244,649,2.659836066,
2018Q3,,S08000015,,S08000015,d,Elective Inpatients,,3,,247,648,2.623481781,,260,865,3.326923077,
2018Q4,,S08000015,,S08000015,d,Elective Inpatients,,3,,302,729,2.413907285,,319,956,2.996865204,
2019Q1,,S08000015,,S08000015,d,Elective Inpatients,,3,,290,545,1.879310345,,294,706,2.401360544,
2019Q2,,S08000015,,S08000015,d,Elective Inpatients,,3,,297,749,2.521885522,,309,1067,3.453074434,
2019Q3,,S08000015,,S08000015,d,Elective Inpatients,,3,,257,764,2.972762646,,267,861,3.224719101,
2019Q4,,S08000015,,S08000015,d,Elective Inpatients,,3,,241,664,2.755186722,,253,901,3.561264822,
2020Q1,,S08000015,,S08000015,d,Elective Inpatients,,3,,247,740,2.995951417,,253,991,3.916996047,
2020Q2,,S08000015,,S08000015,d,Elective Inpatients,,3,,68,157,2.308823529,,69,185,2.68115942,
2020Q3,p,S08000015,,S08000015,d,Elective Inpatients,,3,,143,405,2.832167832,,146,532,3.643835616,
2015Q3,,S08000015,,S08000015,d,Elective Inpatients,,4,,259,700,2.702702703,,262,1006,3.839694656,
2015Q4,,S08000015,,S08000015,d,Elective Inpatients,,4,,252,696,2.761904762,,264,935,3.541666667,
2016Q1,,S08000015,,S08000015,d,Elective Inpatients,,4,,203,410,2.019704433,,217,698,3.216589862,
2016Q2,,S08000015,,S08000015,d,Elective Inpatients,,4,,213,465,2.183098592,,223,642,2.878923767,
2016Q3,,S08000015,,S08000015,d,Elective Inpatients,,4,,197,405,2.055837563,,203,517,2.54679803,
2016Q4,,S08000015,,S08000015,d,Elective Inpatients,,4,,226,592,2.619469027,,237,729,3.075949367,
2017Q1,,S08000015,,S08000015,d,Elective Inpatients,,4,,226,701,3.101769912,,233,821,3.52360515,
2017Q2,,S08000015,,S08000015,d,Elective Inpatients,,4,,220,613,2.786363636,,227,867,3.81938326,
2017Q3,,S08000015,,S08000015,d,Elective Inpatients,,4,,256,708,2.765625,,261,996,3.816091954,
2017Q4,,S08000015,,S08000015,d,Elective Inpatients,,4,,223,516,2.313901345,,238,717,3.012605042,
2018Q1,,S08000015,,S08000015,d,Elective Inpatients,,4,,182,471,2.587912088,,191,607,3.178010471,
2018Q2,,S08000015,,S08000015,d,Elective Inpatients,,4,,209,561,2.684210526,,214,745,3.481308411,
2018Q3,,S08000015,,S08000015,d,Elective Inpatients,,4,,210,521,2.480952381,,222,825,3.716216216,
2018Q4,,S08000015,,S08000015,d,Elective Inpatients,,4,,218,613,2.811926606,,226,783,3.46460177,
2019Q1,,S08000015,,S08000015,d,Elective Inpatients,,4,,247,583,2.360323887,,247,657,2.659919028,
2019Q2,,S08000015,,S08000015,d,Elective Inpatients,,4,,231,633,2.74025974,,249,918,3.686746988,
2019Q3,,S08000015,,S08000015,d,Elective Inpatients,,4,,233,634,2.721030043,,240,807,3.3625,
2019Q4,,S08000015,,S08000015,d,Elective Inpatients,,4,,202,486,2.405940594,,208,577,2.774038462,
2020Q1,,S08000015,,S08000015,d,Elective Inpatients,,4,,191,526,2.753926702,,193,661,3.424870466,
2020Q2,,S08000015,,S08000015,d,Elective Inpatients,,4,,37,94,2.540540541,,38,218,5.736842105,
2020Q3,p,S08000015,,S08000015,d,Elective Inpatients,,4,,85,330,3.882352941,,86,260,3.023255814,
2015Q3,,S08000015,,S08000015,d,Elective Inpatients,,5,,203,524,2.581280788,,211,603,2.857819905,
2015Q4,,S08000015,,S08000015,d,Elective Inpatients,,5,,215,630,2.930232558,,223,948,4.251121076,
2016Q1,,S08000015,,S08000015,d,Elective Inpatients,,5,,213,595,2.79342723,,217,857,3.949308756,
2016Q2,,S08000015,,S08000015,d,Elective Inpatients,,5,,196,550,2.806122449,,209,630,3.014354067,
2016Q3,,S08000015,,S08000015,d,Elective Inpatients,,5,,187,460,2.459893048,,194,667,3.43814433,
2016Q4,,S08000015,,S08000015,d,Elective Inpatients,,5,,215,634,2.948837209,,220,834,3.790909091,
2017Q1,,S08000015,,S08000015,d,Elective Inpatients,,5,,203,571,2.812807882,,212,829,3.910377358,
2017Q2,,S08000015,,S08000015,d,Elective Inpatients,,5,,160,525,3.28125,,171,568,3.321637427,
2017Q3,,S08000015,,S08000015,d,Elective Inpatients,,5,,174,581,3.33908046,,176,776,4.409090909,
2017Q4,,S08000015,,S08000015,d,Elective Inpatients,,5,,159,535,3.364779874,,170,690,4.058823529,
2018Q1,,S08000015,,S08000015,d,Elective Inpatients,,5,,155,377,2.432258065,,166,556,3.34939759,
2018Q2,,S08000015,,S08000015,d,Elective Inpatients,,5,,149,450,3.020134228,,159,787,4.949685535,
2018Q3,,S08000015,,S08000015,d,Elective Inpatients,,5,,159,442,2.779874214,,166,569,3.427710843,
2018Q4,,S08000015,,S08000015,d,Elective Inpatients,,5,,164,391,2.384146341,,176,1213,6.892045455,
2019Q1,,S08000015,,S08000015,d,Elective Inpatients,,5,,205,518,2.526829268,,214,684,3.196261682,
2019Q2,,S08000015,,S08000015,d,Elective Inpatients,,5,,199,566,2.844221106,,201,737,3.666666667,
2019Q3,,S08000015,,S08000015,d,Elective Inpatients,,5,,142,374,2.633802817,,148,452,3.054054054,
2019Q4,,S08000015,,S08000015,d,Elective Inpatients,,5,,169,534,3.159763314,,175,693,3.96,
2020Q1,,S08000015,,S08000015,d,Elective Inpatients,,5,,151,362,2.397350993,,158,495,3.132911392,
2020Q2,,S08000015,,S08000015,d,Elective Inpatients,,5,,42,91,2.166666667,,46,128,2.782608696,
2020Q3,p,S08000015,,S08000015,d,Elective Inpatients,,5,,90,177,1.966666667,,91,201,2.208791209,
2015Q3,,S08000015,,S08000015,d,Elective Inpatients,, ,:,0,5, ,z,0,5, ,z
2016Q1,,S08000015,,S08000015,d,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
2017Q2,,S08000015,,S08000015,d,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
2019Q4,,S08000015,,S08000015,d,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
2020Q1,,S08000015,,S08000015,d,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
2015Q3,,S08000015,,A210H,,Elective Inpatients,,1,,290,885,3.051724138,,295,1050,3.559322034,
2015Q4,,S08000015,,A210H,,Elective Inpatients,,1,,250,640,2.56,,250,718,2.872,
2016Q1,,S08000015,,A210H,,Elective Inpatients,,1,,205,480,2.341463415,,215,655,3.046511628,
2016Q2,,S08000015,,A210H,,Elective Inpatients,,1,,250,640,2.56,,255,839,3.290196078,
2016Q3,,S08000015,,A210H,,Elective Inpatients,,1,,185,530,2.864864865,,195,804,4.123076923,
2016Q4,,S08000015,,A210H,,Elective Inpatients,,1,,210,695,3.30952381,,210,743,3.538095238,
2017Q1,,S08000015,,A210H,,Elective Inpatients,,1,,220,630,2.863636364,,225,740,3.288888889,
2017Q2,,S08000015,,A210H,,Elective Inpatients,,1,,205,645,3.146341463,,205,925,4.512195122,
2017Q3,,S08000015,,A210H,,Elective Inpatients,,1,,175,480,2.742857143,,180,636,3.533333333,
2017Q4,,S08000015,,A210H,,Elective Inpatients,,1,,220,665,3.022727273,,225,910,4.044444444,
2018Q1,,S08000015,,A210H,,Elective Inpatients,,1,,198,555,2.803030303,,200,634,3.17,
2018Q2,,S08000015,,A210H,,Elective Inpatients,,1,,205,545,2.658536585,,205,616,3.004878049,
2018Q3,,S08000015,,A210H,,Elective Inpatients,,1,,165,480,2.909090909,,180,765,4.25,
2018Q4,,S08000015,,A210H,,Elective Inpatients,,1,,196,475,2.423469388,,200,622,3.11,
2019Q1,,S08000015,,A210H,,Elective Inpatients,,1,,170,380,2.235294118,,175,493,2.817142857,
2019Q2,,S08000015,,A210H,,Elective Inpatients,,1,,180,410,2.277777778,,185,546,2.951351351,
2019Q3,,S08000015,,A210H,,Elective Inpatients,,1,,155,460,2.967741935,,155,586,3.780645161,
2019Q4,,S08000015,,A210H,,Elective Inpatients,,1,,176,435,2.471590909,,180,645,3.583333333,
2020Q1,,S08000015,,A210H,,Elective Inpatients,,1,,189,465,2.46031746,,195,652,3.343589744,
2020Q2,,S08000015,,A210H,,Elective Inpatients,,1,,51,115,2.254901961,,50,262,5.24,
2020Q3,p,S08000015,,A210H,,Elective Inpatients,,1,,132,375,2.840909091,,130,391,3.007692308,
2015Q3,,S08000015,,A210H,,Elective Inpatients,,2,,313,705,2.252396166,,315,810,2.571428571,
2015Q4,,S08000015,,A210H,,Elective Inpatients,,2,,243,645,2.654320988,,250,1017,4.068,
2016Q1,,S08000015,,A210H,,Elective Inpatients,,2,,205,640,3.12195122,,210,818,3.895238095,
2016Q2,,S08000015,,A210H,,Elective Inpatients,,2,,218,720,3.302752294,,220,696,3.163636364,
2016Q3,,S08000015,,A210H,,Elective Inpatients,,2,,211,515,2.440758294,,215,548,2.548837209,
2016Q4,,S08000015,,A210H,,Elective Inpatients,,2,,217,610,2.811059908,,225,771,3.426666667,
2017Q1,,S08000015,,A210H,,Elective Inpatients,,2,,186,390,2.096774194,,185,407,2.2,
2017Q2,,S08000015,,A210H,,Elective Inpatients,,2,,205,575,2.804878049,,205,540,2.634146341,
2017Q3,,S08000015,,A210H,,Elective Inpatients,,2,,175,520,2.971428571,,180,609,3.383333333,
2017Q4,,S08000015,,A210H,,Elective Inpatients,,2,,186,590,3.172043011,,190,854,4.494736842,
2018Q1,,S08000015,,A210H,,Elective Inpatients,,2,,155,455,2.935483871,,155,459,2.961290323,
2018Q2,,S08000015,,A210H,,Elective Inpatients,,2,,165,470,2.848484848,,175,689,3.937142857,
2018Q3,,S08000015,,A210H,,Elective Inpatients,,2,,170,480,2.823529412,,175,600,3.428571429,
2018Q4,,S08000015,,A210H,,Elective Inpatients,,2,,175,450,2.571428571,,180,633,3.516666667,
2019Q1,,S08000015,,A210H,,Elective Inpatients,,2,,213,490,2.300469484,,215,670,3.11627907,
2019Q2,,S08000015,,A210H,,Elective Inpatients,,2,,170,390,2.294117647,,176,555,3.153409091,
2019Q3,,S08000015,,A210H,,Elective Inpatients,,2,,172,530,3.081395349,,175,584,3.337142857,
2019Q4,,S08000015,,A210H,,Elective Inpatients,,2,,160,435,2.71875,,165,554,3.357575758,
2020Q1,,S08000015,,A210H,,Elective Inpatients,,2,,155,380,2.451612903,,158,505,3.196202532,
2020Q2,,S08000015,,A210H,,Elective Inpatients,,2,,41,130,3.170731707,,41,150,3.658536585,
2020Q3,p,S08000015,,A210H,,Elective Inpatients,,2,,127,320,2.519685039,,135,410,3.037037037,
2015Q3,,S08000015,,A210H,,Elective Inpatients,,3,,171,460,2.69005848,,175,714,4.08,
2015Q4,,S08000015,,A210H,,Elective Inpatients,,3,,191,445,2.329842932,,195,715,3.666666667,
2016Q1,,S08000015,,A210H,,Elective Inpatients,,3,,130,665,5.115384615,,130,732,5.630769231,
2016Q2,,S08000015,,A210H,,Elective Inpatients,,3,,155,445,2.870967742,,155,540,3.483870968,
2016Q3,,S08000015,,A210H,,Elective Inpatients,,3,,141,440,3.120567376,,145,494,3.406896552,
2016Q4,,S08000015,,A210H,,Elective Inpatients,,3,,160,425,2.65625,,160,462,2.8875,
2017Q1,,S08000015,,A210H,,Elective Inpatients,,3,,166,445,2.680722892,,170,575,3.382352941,
2017Q2,,S08000015,,A210H,,Elective Inpatients,,3,,126,385,3.055555556,,130,478,3.676923077,
2017Q3,,S08000015,,A210H,,Elective Inpatients,,3,,125,305,2.44,,130,345,2.653846154,
2017Q4,,S08000015,,A210H,,Elective Inpatients,,3,,133,340,2.556390977,,135,398,2.948148148,
2018Q1,,S08000015,,A210H,,Elective Inpatients,,3,,141,470,3.333333333,,150,637,4.246666667,
2018Q2,,S08000015,,A210H,,Elective Inpatients,,3,,124,310,2.5,,125,349,2.792,
2018Q3,,S08000015,,A210H,,Elective Inpatients,,3,,125,400,3.2,,129,460,3.565891473,
2018Q4,,S08000015,,A210H,,Elective Inpatients,,3,,159,455,2.86163522,,165,546,3.309090909,
2019Q1,,S08000015,,A210H,,Elective Inpatients,,3,,145,315,2.172413793,,144,395,2.743055556,
2019Q2,,S08000015,,A210H,,Elective Inpatients,,3,,158,400,2.53164557,,160,594,3.7125,
2019Q3,,S08000015,,A210H,,Elective Inpatients,,3,,133,390,2.932330827,,135,441,3.266666667,
2019Q4,,S08000015,,A210H,,Elective Inpatients,,3,,139,330,2.374100719,,140,445,3.178571429,
2020Q1,,S08000015,,A210H,,Elective Inpatients,,3,,149,370,2.483221477,,150,582,3.88,
2020Q2,,S08000015,,A210H,,Elective Inpatients,,3,,37,70,1.891891892,,37,85,2.297297297,
2020Q3,p,S08000015,,A210H,,Elective Inpatients,,3,,93,205,2.204301075,,95,240,2.526315789,
2015Q3,,S08000015,,A210H,,Elective Inpatients,,4,,125,300,2.4,,124,455,3.669354839,
2015Q4,,S08000015,,A210H,,Elective Inpatients,,4,,128,275,2.1484375,,135,365,2.703703704,
2016Q1,,S08000015,,A210H,,Elective Inpatients,,4,,85,180,2.117647059,,85,365,4.294117647,
2016Q2,,S08000015,,A210H,,Elective Inpatients,,4,,90,170,1.888888889,,90,180,2,
2016Q3,,S08000015,,A210H,,Elective Inpatients,,4,,99,220,2.222222222,,95,236,2.484210526,
2016Q4,,S08000015,,A210H,,Elective Inpatients,,4,,95,225,2.368421053,,95,273,2.873684211,
2017Q1,,S08000015,,A210H,,Elective Inpatients,,4,,111,395,3.558558559,,113,375,3.318584071,
2017Q2,,S08000015,,A210H,,Elective Inpatients,,4,,99,270,2.727272727,,100,380,3.8,
2017Q3,,S08000015,,A210H,,Elective Inpatients,,4,,95,235,2.473684211,,95,400,4.210526316,
2017Q4,,S08000015,,A210H,,Elective Inpatients,,4,,90,195,2.166666667,,90,215,2.388888889,
2018Q1,,S08000015,,A210H,,Elective Inpatients,,4,,76,195,2.565789474,,75,241,3.213333333,
2018Q2,,S08000015,,A210H,,Elective Inpatients,,4,,95,320,3.368421053,,97,425,4.381443299,
2018Q3,,S08000015,,A210H,,Elective Inpatients,,4,,88,265,3.011363636,,95,435,4.578947368,
2018Q4,,S08000015,,A210H,,Elective Inpatients,,4,,102,375,3.676470588,,105,470,4.476190476,
2019Q1,,S08000015,,A210H,,Elective Inpatients,,4,,104,285,2.740384615,,100,304,3.04,
2019Q2,,S08000015,,A210H,,Elective Inpatients,,4,,90,295,3.277777778,,95,404,4.252631579,
2019Q3,,S08000015,,A210H,,Elective Inpatients,,4,,110,275,2.5,,110,301,2.736363636,
2019Q4,,S08000015,,A210H,,Elective Inpatients,,4,,104,215,2.067307692,,105,265,2.523809524,
2020Q1,,S08000015,,A210H,,Elective Inpatients,,4,,112,275,2.455357143,,113,355,3.14159292,
2020Q2,,S08000015,,A210H,,Elective Inpatients,,4,,27,55,2.037037037,,25,170,6.8,
2020Q3,p,S08000015,,A210H,,Elective Inpatients,,4,,56,255,4.553571429,,55,155,2.818181818,
2015Q3,,S08000015,,A210H,,Elective Inpatients,,5,,104,250,2.403846154,,105,295,2.80952381,
2015Q4,,S08000015,,A210H,,Elective Inpatients,,5,,121,395,3.26446281,,125,630,5.04,
2016Q1,,S08000015,,A210H,,Elective Inpatients,,5,,123,365,2.967479675,,125,503,4.024,
2016Q2,,S08000015,,A210H,,Elective Inpatients,,5,,120,345,2.875,,120,356,2.966666667,
2016Q3,,S08000015,,A210H,,Elective Inpatients,,5,,100,265,2.65,,105,400,3.80952381,
2016Q4,,S08000015,,A210H,,Elective Inpatients,,5,,130,340,2.615384615,,130,457,3.515384615,
2017Q1,,S08000015,,A210H,,Elective Inpatients,,5,,124,385,3.10483871,,126,575,4.563492063,
2017Q2,,S08000015,,A210H,,Elective Inpatients,,5,,85,295,3.470588235,,90,315,3.5,
2017Q3,,S08000015,,A210H,,Elective Inpatients,,5,,96,335,3.489583333,,100,373,3.73,
2017Q4,,S08000015,,A210H,,Elective Inpatients,,5,,81,310,3.827160494,,85,388,4.564705882,
2018Q1,,S08000015,,A210H,,Elective Inpatients,,5,,87,250,2.873563218,,90,345,3.833333333,
2018Q2,,S08000015,,A210H,,Elective Inpatients,,5,,69,270,3.913043478,,75,547,7.293333333,
2018Q3,,S08000015,,A210H,,Elective Inpatients,,5,,75,240,3.2,,75,350,4.666666667,
2018Q4,,S08000015,,A210H,,Elective Inpatients,,5,,102,210,2.058823529,,102,250,2.450980392,
2019Q1,,S08000015,,A210H,,Elective Inpatients,,5,,106,300,2.830188679,,108,355,3.287037037,
2019Q2,,S08000015,,A210H,,Elective Inpatients,,5,,102,315,3.088235294,,103,405,3.932038835,
2019Q3,,S08000015,,A210H,,Elective Inpatients,,5,,72,195,2.708333333,,73,225,3.082191781,
2019Q4,,S08000015,,A210H,,Elective Inpatients,,5,,98,210,2.142857143,,100,229,2.29,
2020Q1,,S08000015,,A210H,,Elective Inpatients,,5,,94,255,2.712765957,,100,330,3.3,
2020Q2,,S08000015,,A210H,,Elective Inpatients,,5,,26,65,2.5,,30,70,2.333333333,
2020Q3,p,S08000015,,A210H,,Elective Inpatients,,5,,55,90,1.636363636,,55,106,1.927272727,
2015Q3,,S08000015,,A210H,,Elective Inpatients,, ,:,0,5, ,z,0,5, ,z
2016Q1,,S08000015,,A210H,,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
2020Q1,,S08000015,,A210H,,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
2015Q3,,S08000015,,A111H,,Elective Inpatients,,1,,294,720,2.448979592,,313,973,3.108626198,
2015Q4,,S08000015,,A111H,,Elective Inpatients,,1,,281,790,2.8113879,,304,981,3.226973684,
2016Q1,,S08000015,,A111H,,Elective Inpatients,,1,,253,690,2.727272727,,287,934,3.254355401,
2016Q2,,S08000015,,A111H,,Elective Inpatients,,1,,276,745,2.699275362,,300,1073,3.576666667,
2016Q3,,S08000015,,A111H,,Elective Inpatients,,1,,262,705,2.690839695,,277,959,3.462093863,
2016Q4,,S08000015,,A111H,,Elective Inpatients,,1,,270,765,2.833333333,,307,1092,3.557003257,
2017Q1,,S08000015,,A111H,,Elective Inpatients,,1,,287,735,2.56097561,,305,850,2.786885246,
2017Q2,,S08000015,,A111H,,Elective Inpatients,,1,,268,775,2.891791045,,295,989,3.352542373,
2017Q3,,S08000015,,A111H,,Elective Inpatients,,1,,274,690,2.518248175,,285,1021,3.58245614,
2017Q4,,S08000015,,A111H,,Elective Inpatients,,1,,252,655,2.599206349,,280,884,3.157142857,
2018Q1,,S08000015,,A111H,,Elective Inpatients,,1,,220,545,2.477272727,,235,686,2.919148936,
2018Q2,,S08000015,,A111H,,Elective Inpatients,,1,,255,765,3,,275,1024,3.723636364,
2018Q3,,S08000015,,A111H,,Elective Inpatients,,1,,231,520,2.251082251,,245,640,2.612244898,
2018Q4,,S08000015,,A111H,,Elective Inpatients,,1,,234,570,2.435897436,,255,789,3.094117647,
2019Q1,,S08000015,,A111H,,Elective Inpatients,,1,,251,465,1.852589641,,270,810,3,
2019Q2,,S08000015,,A111H,,Elective Inpatients,,1,,249,535,2.148594378,,271,760,2.804428044,
2019Q3,,S08000015,,A111H,,Elective Inpatients,,1,,219,560,2.557077626,,250,724,2.896,
2019Q4,,S08000015,,A111H,,Elective Inpatients,,1,,183,555,3.032786885,,205,722,3.52195122,
2020Q1,,S08000015,,A111H,,Elective Inpatients,,1,,130,400,3.076923077,,152,500,3.289473684,
2020Q2,,S08000015,,A111H,,Elective Inpatients,,1,,36,90,2.5,,40,207,5.175,
2020Q3,p,S08000015,,A111H,,Elective Inpatients,,1,,75,280,3.733333333,,85,402,4.729411765,
2015Q3,,S08000015,,A111H,,Elective Inpatients,,2,,185,465,2.513513514,,195,537,2.753846154,
2015Q4,,S08000015,,A111H,,Elective Inpatients,,2,,215,680,3.162790698,,230,856,3.72173913,
2016Q1,,S08000015,,A111H,,Elective Inpatients,,2,,210,550,2.619047619,,225,800,3.555555556,
2016Q2,,S08000015,,A111H,,Elective Inpatients,,2,,190,650,3.421052632,,211,782,3.706161137,
2016Q3,,S08000015,,A111H,,Elective Inpatients,,2,,190,475,2.5,,207,651,3.144927536,
2016Q4,,S08000015,,A111H,,Elective Inpatients,,2,,195,490,2.512820513,,214,762,3.560747664,
2017Q1,,S08000015,,A111H,,Elective Inpatients,,2,,185,480,2.594594595,,195,639,3.276923077,
2017Q2,,S08000015,,A111H,,Elective Inpatients,,2,,190,475,2.5,,210,669,3.185714286,
2017Q3,,S08000015,,A111H,,Elective Inpatients,,2,,203,510,2.512315271,,210,673,3.204761905,
2017Q4,,S08000015,,A111H,,Elective Inpatients,,2,,155,435,2.806451613,,165,520,3.151515152,
2018Q1,,S08000015,,A111H,,Elective Inpatients,,2,,145,460,3.172413793,,165,613,3.715151515,
2018Q2,,S08000015,,A111H,,Elective Inpatients,,2,,181,485,2.679558011,,195,624,3.2,
2018Q3,,S08000015,,A111H,,Elective Inpatients,,2,,176,390,2.215909091,,195,510,2.615384615,
2018Q4,,S08000015,,A111H,,Elective Inpatients,,2,,160,655,4.09375,,170,761,4.476470588,
2019Q1,,S08000015,,A111H,,Elective Inpatients,,2,,189,440,2.328042328,,205,590,2.87804878,
2019Q2,,S08000015,,A111H,,Elective Inpatients,,2,,180,375,2.083333333,,190,520,2.736842105,
